name,author,booklink,avg_rating,num_ratings
ব্যোমকেশ সমগ্র,Sharadindu Bandyopadhyay,/book/show/2426848._,4.59,3054
Byomkesh Bakshi Stories,Sharadindu Bandyopadhyay,/book/show/5968988-byomkesh-bakshi-stories,4.27,1182
ঐতিহাসিক কাহিনী সমগ্র,Sharadindu Bandyopadhyay,/book/show/12220441,4.52,510
সত্যান্বেষী,Sharadindu Bandyopadhyay,/book/show/20746143,4.14,534
ঝিন্দের বন্দী,Sharadindu Bandyopadhyay,/book/show/17410164,4.47,437
Picture Imperfect and Other Byomkesh Bakshi Mysteries,Sharadindu Bandyopadhyay,/book/show/459576.Picture_Imperfect_and_Other_Byomkesh_Bakshi_Mysteries,4.33,441
The Menagerie and Other Byomkesh Bakshi Mysteries,Sharadindu Bandyopadhyay,/book/show/459578.The_Menagerie_and_Other_Byomkesh_Bakshi_Mysteries,4.25,437
পথের কাঁটা,Sharadindu Bandyopadhyay,/book/show/20746155,4.19,395
Byomkesh Bakshi Ki Rahasyamayi Kahaniyan,Sharadindu Bandyopadhyay,/book/show/37658511-byomkesh-bakshi-ki-rahasyamayi-kahaniyan,4.32,337
By The Tungabhadra,Sharadindu Bandyopadhyay,/book/show/9917725-by-the-tungabhadra,4.23,343
শরদিন্দু অমনিবাস - প্রথম খণ্ড,Sharadindu Bandyopadhyay,/book/show/12605098--,4.37,330
অর্থমনর্থম্‌,Sharadindu Bandyopadhyay,/book/show/20746186,4.26,306
মাকড়সার রস,Sharadindu Bandyopadhyay,/book/show/20746176,3.89,333
চোরাবালি,Sharadindu Bandyopadhyay,/book/show/20746249,4.25,298
অগ্নিবাণ,Sharadindu Bandyopadhyay,/book/show/20746257,4.21,275
সীমন্ত-হীরা,Sharadindu Bandyopadhyay,/book/show/20746164--,3.8,294
শজারুর কাঁটা,Sharadindu Bandyopadhyay,/book/show/20746357,4.36,249
চিড়িয়াখানা,Sharadindu Bandyopadhyay,/book/show/20746280,4.4,238
The Rhythm of Riddles: Three Byomkesh Bakshi Mysteries,Sharadindu Bandyopadhyay,/book/show/16636071-the-rhythm-of-riddles,4.02,257
চিত্রচোর,Sharadindu Bandyopadhyay,/book/show/20746275,4.14,237
দুর্গরহস্য,Sharadindu Bandyopadhyay,/book/show/20746278,4.37,224
রক্তমুখী নীলা,Sharadindu Bandyopadhyay,/book/show/20746270,3.7,255
কহেন কবি কালিদাস,Sharadindu Bandyopadhyay,/book/show/20746317,4.22,204
আদিম রিপু,Sharadindu Bandyopadhyay,/book/show/20746288,4.28,192
উপসংহার,Sharadindu Bandyopadhyay,/book/show/20746268,3.87,209
শরদিন্দু অমনিবাস - দ্বিতীয় খণ্ড,Sharadindu Bandyopadhyay,/book/show/12605146--,4.53,174
ব্যোমকেশ ও বরদা,Sharadindu Bandyopadhyay,/book/show/20746273,3.81,206
লোহার বিস্কুট,Sharadindu Bandyopadhyay,/book/show/20746360,3.78,193
বহ্নি-পতঙ্গ,Sharadindu Bandyopadhyay,/book/show/20746292--,4.2,167
রক্তের দাগ,Sharadindu Bandyopadhyay,/book/show/20746300,3.9,180
Pather Panchali: Song of the Road,Bibhutibhushan Bandyopadhyay,/book/show/617097.Pather_Panchali,4.58,5049
চাঁদের পাহাড়,Bibhutibhushan Bandyopadhyay,/book/show/7936528,4.55,4684
আরণ্যক,Bibhutibhushan Bandyopadhyay,/book/show/3084276,4.61,2807
আদর্শ হিন্দু হোটেল,Bibhutibhushan Bandyopadhyay,/book/show/14741940,4.46,2114
"Aparajito, Yang tak Terkalahkan",Bibhutibhushan Bandyopadhyay,/book/show/4487566-aparajito-yang-tak-terkalahkan,4.52,1462
আম আঁটির ভেঁপু,Bibhutibhushan Bandyopadhyay,/book/show/20959166,4.54,534
ইছামতী,Bibhutibhushan Bandyopadhyay,/book/show/15721609,4.22,514
তারানাথ তান্ত্রিক,Bibhutibhushan Bandyopadhyay,/book/show/32794197,4.35,495
অশনি-সংকেত,Bibhutibhushan Bandyopadhyay,/book/show/15721603--,4.37,403
দৃষ্টি-প্রদীপ,Bibhutibhushan Bandyopadhyay,/book/show/17788978--,4.15,397
চাঁদের পাহাড়,Bibhutibhushan Bandyopadhyay,/book/show/27917596,4.49,220
হীরা মানিক জ্বলে,Bibhutibhushan Bandyopadhyay,/book/show/20930173,3.91,252
তারানাথ তান্ত্রিক সমগ্র,Bibhutibhushan Bandyopadhyay,/book/show/46267985,4.57,211
দেবযান,Bibhutibhushan Bandyopadhyay,/book/show/16122257,3.78,210
අපූගේ ලෝකය,Bibhutibhushan Bandyopadhyay,/book/show/13556389,3.98,197
মিস্‌মিদের কবচ,Bibhutibhushan Bandyopadhyay,/book/show/23275415,3.52,217
সুন্দরবনে সাত বৎসর,Bibhutibhushan Bandyopadhyay,/book/show/29510922,3.75,147
মরণের ডঙ্কা বাজে,Bibhutibhushan Bandyopadhyay,/book/show/14740484,3.44,152
বিভূতিভূষণ বন্দ্যোপাধ্যায়ের শ্রেষ্ঠ গল্প,Bibhutibhushan Bandyopadhyay,/book/show/18278365,4.53,104
বিপিনের সংসার,Bibhutibhushan Bandyopadhyay,/book/show/18713265,3.86,118
মেঘমল্লার,Bibhutibhushan Bandyopadhyay,/book/show/17788973,4.42,97
অনুবর্তন,Bibhutibhushan Bandyopadhyay,/book/show/17788994,4.07,101
অলৌকিক গল্পসম্ভার,Bibhutibhushan Bandyopadhyay,/book/show/18618705,4.25,67
PATHER PACHALI,Bibhutibhushan Bandyopadhyay,/book/show/42596652-pather-pachali,4.8,50
কিশোর সাহিত্য সমগ্র,Bibhutibhushan Bandyopadhyay,/book/show/17789003,4.29,55
পুঁইমাচা,Bibhutibhushan Bandyopadhyay,/book/show/33817958,4.47,51
বিভূতিভূষণ গল্পসমগ্র ১,Bibhutibhushan Bandyopadhyay,/book/show/28138092,4.5,50
কেদার রাজা,Bibhutibhushan Bandyopadhyay,/book/show/18713270,3.89,55
তালনবমী,Bibhutibhushan Bandyopadhyay,/book/show/33113266,4.41,46
বিভূতি রচনাবলী প্রথম খণ্ড,Bibhutibhushan Bandyopadhyay,/book/show/16177128,4.48,42
কবি,Tarashankar Bandyopadhyay,/book/show/12498847,4.45,1734
গণদেবতা,Tarashankar Bandyopadhyay,/book/show/16086764,4.41,330
The Tale of Hansuli Turn,Tarashankar Bandyopadhyay,/book/show/11482328-the-tale-of-hansuli-turn,4.41,279
Arogyaniketan,Tarashankar Bandyopadhyay,/book/show/7203113-arogyaniketan,4.39,259
সপ্তপদী,Tarashankar Bandyopadhyay,/book/show/19522357,4.04,229
চাঁপাডাঙার বউ,Tarashankar Bandyopadhyay,/book/show/17786740,3.96,122
শ্রেষ্ঠ গল্প,Tarashankar Bandyopadhyay,/book/show/16130335,3.85,106
রাইকমল,Tarashankar Bandyopadhyay,/book/show/17786754,3.71,110
ধাত্রীদেবতা,Tarashankar Bandyopadhyay,/book/show/23392733,4.09,66
বিচারক,Tarashankar Bandyopadhyay,/book/show/18457115,4.05,56
পঞ্চগ্রাম,Tarashankar Bandyopadhyay,/book/show/23502648,4.38,50
"তারাশঙ্কর বন্দ্যোপাধ্যায়ের শ্রেষ্ঠ উপন্যাস, #২য় খন্ড",Tarashankar Bandyopadhyay,/book/show/15831032,4.22,51
গণদেবতা/পঞ্চগ্রাম,Tarashankar Bandyopadhyay,/book/show/29927135,4.45,47
জলসাঘর,Tarashankar Bandyopadhyay,/book/show/23502699,4.08,50
কালিন্দী,Tarashankar Bandyopadhyay,/book/show/23502662,4.29,38
ডাইনী,Tarashankar Bandyopadhyay,/book/show/39078890,3.71,41
চৈতালী ঘূর্ণি,Tarashankar Bandyopadhyay,/book/show/20660613,3.53,36
একটি কালো মেয়ের কথা,Tarashankar Bandyopadhyay,/book/show/17740593,3.53,36
তারিণী মাঝি,Tarashankar Bandyopadhyay,/book/show/39328866,3.81,31
"তারাশঙ্কর বন্দ্যোপাধ্যায়ের শ্রেষ্ঠ উপন্যাস, #১ম খন্ড",Tarashankar Bandyopadhyay,/book/show/15831023,4.62,24
নাগিনী কন্যার কাহিনী,Tarashankar Bandyopadhyay,/book/show/28002164,3.6,30
রাধা,Tarashankar Bandyopadhyay,/book/show/16067074,3.92,25
ডাক হরকরা,Tarashankar Bandyopadhyay,/book/show/39893923,4.38,21
বিপাশা,Tarashankar Bandyopadhyay,/book/show/20890785,3.83,23
অরণ্য-বহ্নি,Tarashankar Bandyopadhyay,/book/show/32886298--,4.35,17
পঞ্চপুত্তলী,Tarashankar Bandyopadhyay,/book/show/40637335,4.0,18
কীর্তিহাটের কড়চা,Tarashankar Bandyopadhyay,/book/show/34946842,4.77,13
না,Tarashankar Bandyopadhyay,/book/show/35511913,3.81,16
House Of Cards & Other Stories,Tarashankar Bandyopadhyay,/book/show/1408081.House_Of_Cards_Other_Stories,3.69,16
இறுதி வார்த்தை / Irudhi Vaarthai,Tarashankar Bandyopadhyay,/book/show/50401149-irudhi-vaarthai,4.6,10
নদীর তীরে ফুলের মেলা,Laura Ingalls Wilder,/book/show/23304111,4.2,95661
তেপান্তরে ছোট্ট শহর,Laura Ingalls Wilder,/book/show/28965558,4.17,86153
একাত্তরের দিনগুলি,Jahanara Imam,/book/show/8998388,4.62,2224
গল্পসমগ্র,Muhammed Zafar Iqbal,/book/show/23970410,4.07,164
ক্যান্সারের সাথে বসবাস,Jahanara Imam,/book/show/17698361,4.28,86
অন্যজীবন,Jahanara Imam,/book/show/15722717,4.06,72
বীরশ্রেষ্ঠ,Jahanara Imam,/book/show/25581362,3.7,20
প্রবাসের দিনলিপি,Jahanara Imam,/book/show/30362326,3.53,17
বুকের ভিতর আগুন,Jahanara Imam,/book/show/30362354,3.75,16
দুই মেরু,Jahanara Imam,/book/show/17698372,3.5,12
নয় এ মধুর খেলা (Noy E Modhur Khela),Jahanara Imam,/book/show/21852990,3.15,13
গজকচ্ছপ,Jahanara Imam,/book/show/24867874,3.08,13
বিদায় দে মা ঘুরে আসি,Jahanara Imam,/book/show/25878724,3.64,11
নিঃসঙ্গ পাইন,Jahanara Imam,/book/show/30362162,3.36,11
সাতটি তারার ঝিকিমিকি,Jahanara Imam,/book/show/24931261,3.18,11
জীবন মৃত্যু,Jahanara Imam,/book/show/30362287,3.4,10
মূলধারায় চলেছি গণআদালতের দিনলিপি,Jahanara Imam,/book/show/22014303,4.43,7
জাহানারা ইমাম সমগ্র,Jahanara Imam,/book/show/29957782,3.0,5
নাটকের অবসানে,Jahanara Imam,/book/show/30362242,2.6,5
জীবন বহে নিরবধি,Jahanara Imam,/book/show/51397102,3.0,1
Abol Tabol: The Nonsense World of Sukumar Ray,Sukumar Ray,/book/show/1247393.Abol_Tabol,4.7,1372
পাগলা দাশু,Sukumar Ray,/book/show/17706566,4.62,1051
সুকুমার রচনা  সমগ্র,Sukumar Ray,/book/show/17568631,4.72,875
সমগ্র শিশুসাহিত্য,Sukumar Ray,/book/show/16145672,4.74,868
HJBRL,Sukumar Ray,/book/show/1247395.HJBRL,4.71,531
গল্পসমগ্র,Sukumar Ray,/book/show/18218714,4.52,91
অবাক জলপান ও ঝালাপালা,Sukumar Ray,/book/show/33633841,4.64,87
হযবরল,Sukumar Ray,/book/show/36533957,4.59,83
মাধুকরী,Buddhadeb Guha,/book/show/17370925,3.98,410
বাবলি,Buddhadeb Guha,/book/show/16139002,3.23,448
একটু উষ্ণতার জন্য,Buddhadeb Guha,/book/show/12616249,3.63,341
সবিনয় নিবেদন,Buddhadeb Guha,/book/show/18962126,3.72,242
কোয়েলের কাছে,Buddhadeb Guha,/book/show/12338629,4.07,211
হলুদ বসন্ত,Buddhadeb Guha,/book/show/17834558,3.4,174
ঋজুদা সমগ্র ১,Buddhadeb Guha,/book/show/21826633,4.37,101
কোজাগর,Buddhadeb Guha,/book/show/17840338,4.25,71
পাগলা দাশু,Sukumar Ray,/book/show/31561744,4.49,78
The Select Nonsense of Sukumar Ray,Sukumar Ray,/book/show/250135.The_Select_Nonsense_of_Sukumar_Ray,4.56,75
খাই খাই,Sukumar Ray,/book/show/28488122,4.54,71
বহুরূপী,Sukumar Ray,/book/show/17828625,4.26,70
হেশোরাম হুঁশিয়ারের ডায়েরি,Sukumar Ray,/book/show/33633953,4.47,59
Lakkhaner Shoktishel,Sukumar Ray,/book/show/23008788-lakkhaner-shoktishel,4.55,53
ঋজুদার সঙ্গে জঙ্গলে (ঋজুদা #1),Buddhadeb Guha,/book/show/12338643,4.03,74
ঋজুদা সমগ্র ২,Buddhadeb Guha,/book/show/21826664,4.29,63
চাপরাশ,Buddhadeb Guha,/book/show/22386273,4.12,58
সুখের কাছে,Buddhadeb Guha,/book/show/17834288,3.25,73
অ্যাল্‌বিনো,Buddhadeb Guha,/book/show/17791378,4.1,51
দ্রিঘাংচু,Sukumar Ray,/book/show/33633921,4.3,56
সুকুমার সাহিত্যসমগ্র: প্রথম খণ্ড,Sukumar Ray,/book/show/33633721,4.9,49
Abol Tabol,Sukumar Ray,/book/show/35651419-abol-tabol,4.76,50
রাজার অসুখ,Sukumar Ray,/book/show/29854940,4.43,51
গুগুনোগুম্বারের দেশে,Buddhadeb Guha,/book/show/30329705,3.91,53
রুআহা,Buddhadeb Guha,/book/show/25088123,4.37,43
ঋজুদা সমগ্র ৩,Buddhadeb Guha,/book/show/25888849,4.27,41
ঋজুদা সমগ্র ৪,Buddhadeb Guha,/book/show/18663834,4.05,42
সম,Buddhadeb Guha,/book/show/17370932,3.57,44
ব্যাঙের রাজা,Sukumar Ray,/book/show/23486485,4.2,44
এক বছরের রাজা,Sukumar Ray,/book/show/33633810,4.49,39
সুকুমার সাহিত্যসমগ্র: দ্বিতীয় খণ্ড,Sukumar Ray,/book/show/33633731,4.78,32
ঋজুদা সমগ্র ৫,Buddhadeb Guha,/book/show/25087829,3.73,41
বনজ্যোৎস্নায় সবুজ অন্ধকারে ১,Buddhadeb Guha,/book/show/17884707,4.12,32
লবঙ্গীর জঙ্গলে,Buddhadeb Guha,/book/show/17834311,3.37,38
সুকুমার সাহিত্যসমগ্র: তৃতীয় খণ্ড,Sukumar Ray,/book/show/33633780,4.82,28
বাজে গল্প,Sukumar Ray,/book/show/36507751,4.69,26
রামগড়ুরের ছানা,Sukumar Ray,/book/show/33633866,4.8,25
সবজান্তা,Sukumar Ray,/book/show/33633912,4.6,25
খেলা যখন,Buddhadeb Guha,/book/show/33775834,3.53,36
অভিলাষ,Buddhadeb Guha,/book/show/17834278,3.19,36
ওয়াইকিকি,Buddhadeb Guha,/book/show/25810532,3.11,36
হাজারদুয়ারী,Buddhadeb Guha,/book/show/17884625,3.85,27
পুতুলের ভোজ,Sukumar Ray,/book/show/33633929,4.65,23
ভোলানাথের সরদারি,Sukumar Ray,/book/show/33633874,4.52,23
আজব সাজা,Sukumar Ray,/book/show/33633770,4.59,22
বনবিবির বনে,Buddhadeb Guha,/book/show/30287248,3.92,26
নীনীকুমরীর বাঘ,Buddhadeb Guha,/book/show/34529791,3.85,26
ঋজুদার সঙ্গে লবঙ্গি-বনে,Buddhadeb Guha,/book/show/25376578--,4.08,24
দেবতার সাজা,Sukumar Ray,/book/show/33633823,4.26,23
ঠুকে-মারি আর মুখে-মারি,Sukumar Ray,/book/show/33633789----,4.35,20
পরদেশিয়া,Buddhadeb Guha,/book/show/17834271,3.33,27
পামরি,Buddhadeb Guha,/book/show/17884652,2.93,30
অসমাপ্ত আত্মজীবনী,Sheikh Mujibur Rahman,/book/show/17235655,4.32,999
কারাগারের রোজনামচা,Sheikh Mujibur Rahman,/book/show/34668873,4.25,254
আমার দেখা নয়াচীন,Sheikh Mujibur Rahman,/book/show/51482606,4.23,180
"Bangaldesh, My Bangladesh",Sheikh Mujibur Rahman,/book/show/26805037-bangaldesh-my-bangladesh,4.5,8
"Sheikh Mujib In Parliament, 1955-58",Sheikh Mujibur Rahman,/book/show/2716335-sheikh-mujib-in-parliament-1955-58,3.88,8
Main 'Alaihdgi Nahi_n Cahta Tha: Shai_k_h Mujiburrahman Ke Tari_k_hi Intarviyuz,Sheikh Mujibur Rahman,/book/show/4087604-main-alaihdgi-nahi-n-cahta-tha,4.8,5
বঙ্গবন্ধুর প্রধান ভাষণ,বঙ্গবন্ধু শেখ মুজিবুর রহমান,/book/show/56499523,0.0,0
পদ্মানদীর মাঝি,Manik Bandopadhyay,/book/show/17673148,4.15,2578
পুতুলনাচের ইতিকথা,Manik Bandopadhyay,/book/show/13498513,4.44,2365
জননী,Manik Bandopadhyay,/book/show/17817681,4.31,559
দিবারাত্রির কাব্য,Manik Bandopadhyay,/book/show/13498519,3.7,633
প্রাগৈতিহাসিক,Manik Bandopadhyay,/book/show/23179348,4.36,272
চতুষ্কোণ,Manik Bandopadhyay,/book/show/13498405,3.73,307
শ্রেষ্ঠ গল্প,Manik Bandopadhyay,/book/show/15994682,4.32,232
তৈলচিত্রের ভূত,Manik Bandopadhyay,/book/show/44084007,4.22,139
অতসীমামী,Manik Bandopadhyay,/book/show/30732189,4.13,107
অহিংসা,Manik Bandopadhyay,/book/show/17863300,3.87,89
হলুদ নদী সবুজ বন,Manik Bandopadhyay,/book/show/17863731,3.57,69
চিহ্ন,Manik Bandopadhyay,/book/show/17853654,3.62,65
মানিক বন্দ্যোপাধ্যায় রচনাসমগ্র ১,Manik Bandopadhyay,/book/show/17610578,4.45,51
আজ কাল পরশুর গল্প,Manik Bandopadhyay,/book/show/17740732,3.67,46
ছোটবকুলপুরের যাত্রী,Manik Bandopadhyay,/book/show/18002801,3.75,40
ইতিকথার পরের কথা,Manik Bandopadhyay,/book/show/25732244,3.97,35
শহরতলি,Manik Bandopadhyay,/book/show/33630874,4.28,25
ফেরিওলা,Manik Bandopadhyay,/book/show/33142065,4.2,25
সরীসৃপ,Manik Bandopadhyay,/book/show/39867779,3.85,26
মাঝির ছেলে,Manik Bandopadhyay,/book/show/33630814,3.76,25
বউ,Manik Bandopadhyay,/book/show/29524911,3.75,24
Primeval And Other Stories,Manik Bandopadhyay,/book/show/2742139-primeval-and-other-stories,4.19,21
হলুদ পোড়া,Manik Bandopadhyay,/book/show/34866253,3.91,22
জীবনের জটিলতা,Manik Bandopadhyay,/book/show/33630207,3.86,22
উত্তরকালের গল্পসংগ্রহ,Manik Bandopadhyay,/book/show/15994680,4.25,20
সহরবাসের ইতিকথা,Manik Bandopadhyay,/book/show/21841285,3.54,24
সমুদ্রের স্বাদ,Manik Bandopadhyay,/book/show/33817796,4.17,18
ছোটগল্প,Manik Bandopadhyay,/book/show/39709535,3.69,16
মিহি ও মোটা কাহিনি,Manik Bandopadhyay,/book/show/33630679,4.38,13
সেরা মানিক,Manik Bandopadhyay,/book/show/2742131,4.17,12
"কালবেলা (অনিমেষ, #২)",Samaresh Majumdar,/book/show/13241511,4.31,2282
সাতকাহন  (সাতকাহন #১),Samaresh Majumdar,/book/show/12725711,4.25,2271
গর্ভধারিণী,Samaresh Majumdar,/book/show/15721584,4.09,1520
"উত্তরাধিকার (অনিমেষ, #১)",Samaresh Majumdar,/book/show/17201869,4.19,1448
"কালপুরুষ  (অনিমেষ, #৩)",Samaresh Majumdar,/book/show/13454987,4.05,1477
সাতকাহন: দ্বিতীয় পর্ব (সাতকাহন #2),Samaresh Majumdar,/book/show/12733905,3.92,1105
আট কুঠুরি নয় দরজা,Samaresh Majumdar,/book/show/16168157,3.78,1014
মনের মতো মন,Samaresh Majumdar,/book/show/17698534,3.71,275
মেয়েরা যেমন হয়,Samaresh Majumdar,/book/show/15697344,3.37,280
অর্জুন সমগ্র ১,Samaresh Majumdar,/book/show/18690963,3.96,228
"মৌষলকাল (অনিমেষ, #৪)",Samaresh Majumdar,/book/show/20845731,2.99,299
একশ বছরের সেরা গল্প,Samaresh Majumdar,/book/show/11386613,4.19,184
জ্যোৎস্নায় বর্ষার মেঘ,Samaresh Majumdar,/book/show/11760708,3.84,161
সিংহবাহিনী,Samaresh Majumdar,/book/show/15721588,3.39,178
দৌড়,Samaresh Majumdar,/book/show/19544807,3.51,171
অগ্নিরথ,Samaresh Majumdar,/book/show/18387224,3.94,151
হীরে বসানো সোনার ফুল,Samaresh Majumdar,/book/show/17827082,3.45,164
অর্জুন সমগ্র ২,Samaresh Majumdar,/book/show/18690968,3.82,126
লাইটার (অর্জুন #3),Samaresh Majumdar,/book/show/20974619,3.45,122
অর্জুন সমগ্র ৩,Samaresh Majumdar,/book/show/18690972,3.8,109
ম্যাকসাহেবের নাতনি,Samaresh Majumdar,/book/show/17619411,3.39,117
খুনখারাপি (অর্জুন #1),Samaresh Majumdar,/book/show/18127110,3.58,101
সীতাহরণ রহস্য (অর্জুন #2),Samaresh Majumdar,/book/show/17698519,3.37,95
অর্জুন সমগ্র ৫,Samaresh Majumdar,/book/show/18690977,3.75,84
বুনোহাঁস,Samaresh Majumdar,/book/show/23482563,3.17,95
অর্জুন সমগ্র ৪,Samaresh Majumdar,/book/show/18690976,3.83,75
দায়বন্ধন,Samaresh Majumdar,/book/show/20974755,3.38,82
জুতোয় রক্তের দাগ (অর্জুন #4),Samaresh Majumdar,/book/show/20972394,3.43,77
কেউ বোঝে না,Samaresh Majumdar,/book/show/17698548,3.44,72
দেড়দিন (অর্জুন #5),Samaresh Majumdar,/book/show/20972655,3.3,69
প্রথম প্রতিশ্রুতি,Ashapurna Devi,/book/show/12288333,4.46,804
সুবর্ণলতা,Ashapurna Devi,/book/show/14758985,4.33,617
বকুল কথা,Ashapurna Devi,/book/show/14758999,3.83,375
আশাপূর্ণা দেবীর ছোটগল্প সঙ্কলন,Ashapurna Devi,/book/show/20621464,4.06,66
গজ উকিলের হত্যা রহস্য,Ashapurna Devi,/book/show/17662080,3.83,65
The Matchbox: Selected Short Stories of Ashapurna Debi,Ashapurna Devi,/book/show/6711348-the-matchbox,3.84,51
সত্যবতী ট্রিলজি,Ashapurna Devi,/book/show/29622462,4.35,40
দশটি কিশোর উপন্যাস,Ashapurna Devi,/book/show/17852061,4.45,31
বিবাগী পাখি,Ashapurna Devi,/book/show/13573830,3.51,37
পঞ্চাশটি প্রিয় গল্প,Ashapurna Devi,/book/show/21455484,3.82,28
The Twilight Moment & other short stories,Ashapurna Devi,/book/show/39982995-the-twilight-moment-other-short-stories,4.0,22
রাজকুমারের পোশাকে,Ashapurna Devi,/book/show/18166129,3.68,22
Opium,Ashapurna Devi,/book/show/36577785-opium,3.17,24
নিমিত্তমাত্র,Ashapurna Devi,/book/show/15741452,4.22,18
দুই নায়িকা,Ashapurna Devi,/book/show/13573837,3.59,17
গল্প সমগ্র,Ashapurna Devi,/book/show/36339852,4.54,13
অগ্নিপরীক্ষা,Ashapurna Devi,/book/show/23502640,3.31,13
শুধু তারা দু'জন,Ashapurna Devi,/book/show/13573832,3.58,12
বলয়গ্রাস,Ashapurna Devi,/book/show/29228706,3.64,11
Noi Chhoi : At Sixes & Sevens,Ashapurna Devi,/book/show/8583288-noi-chhoi,3.64,11
যুগলরত্ন টিকটিকি অফিস,Ashapurna Devi,/book/show/24089591,3.89,9
নতুন প্রহসন,Ashapurna Devi,/book/show/13573835,3.44,9
বাছাই গল্প,Ashapurna Devi,/book/show/18667417,3.75,8
The Wife and the Beloved and Other Stories,Ashapurna Devi,/book/show/25809015-the-wife-and-the-beloved-and-other-stories,4.33,6
ততোধিক,Ashapurna Devi,/book/show/13573836,3.25,8
আশাপূর্না দেবী শতবার্ষিকী সংকলন,Ashapurna Devi,/book/show/15741460,4.17,6
হারানো খাতা,Ashapurna Devi,/book/show/24858803,4.17,6
গল্প সমগ্র: ২,Ashapurna Devi,/book/show/31297513,4.0,6
ভূতুড়ে কুকুর,Ashapurna Devi,/book/show/29228736,4.4,5
কুমিরের হা,Ashapurna Devi,/book/show/13573839,3.0,7
সঞ্চিতা,Kazi Nazrul Islam,/book/show/17201996,4.36,348
মৃত্যুক্ষুধা,Kazi Nazrul Islam,/book/show/20753902,4.13,246
অগ্নি-বীণা,Kazi Nazrul Islam,/book/show/13498464--,4.29,143
বাঁধন-হারা,Kazi Nazrul Islam,/book/show/21295453--,4.0,92
নজরুল উপন্যাস সমগ্র,Kazi Nazrul Islam,/book/show/3918708,3.78,95
কুহেলিকা,Kazi Nazrul Islam,/book/show/24757174,3.98,80
শিউলি মালা,Kazi Nazrul Islam,/book/show/24971866,4.13,77
সাম্যবাদী,Kazi Nazrul Islam,/book/show/25037998,4.49,69
রিক্তের বেদন,Kazi Nazrul Islam,/book/show/24971724,4.29,56
বিষের বাঁশী,Kazi Nazrul Islam,/book/show/24971949,4.21,47
ব্যথার দান,Kazi Nazrul Islam,/book/show/24971923,4.06,47
The Rebel And Other Poems,Kazi Nazrul Islam,/book/show/4279483-the-rebel-and-other-poems,4.43,28
ঝিঙে ফুল,Kazi Nazrul Islam,/book/show/24971810,4.3,27
সিন্ধু-হিন্দোল,Kazi Nazrul Islam,/book/show/13498480--,4.48,23
Kazi Nazrul Islam: Selected Works,Kazi Nazrul Islam,/book/show/2742680-kazi-nazrul-islam,3.96,24
কাব্য আমপারা,Kazi Nazrul Islam,/book/show/33538393,4.88,17
নজরুলের ছোটগল্প সমগ্র,Kazi Nazrul Islam,/book/show/22054179,4.05,20
সর্বহারা,Kazi Nazrul Islam,/book/show/24971891,4.39,18
দোলনচাঁপা,Kazi Nazrul Islam,/book/show/24757113,3.95,19
নজরুলের পত্রাবলি,Kazi Nazrul Islam,/book/show/24971957,4.35,17
চক্রবাক,Kazi Nazrul Islam,/book/show/24971815,4.11,18
মরু-ভাস্কর,Kazi Nazrul Islam,/book/show/24971744--,4.06,18
যুগবাণী,Kazi Nazrul Islam,/book/show/33285673,3.83,18
রুদ্র-মঙ্গল,Kazi Nazrul Islam,/book/show/24823840--,4.5,14
ঝিলিমিলি,Kazi Nazrul Islam,/book/show/24971904,4.08,13
জিঞ্জীর,Kazi Nazrul Islam,/book/show/24971761,4.42,12
Kazi Nazrul Islam: Selected Prose,Kazi Nazrul Islam,/book/show/20753907-kazi-nazrul-islam,4.25,12
দুর্দিনের যাত্রী,Kazi Nazrul Islam,/book/show/28161358,3.33,15
ছায়ানট,Kazi Nazrul Islam,/book/show/24971826,4.18,11
নজরুলের কাব্যানুবাদ,Kazi Nazrul Islam,/book/show/30521736,4.33,9
দূরবীন,Shirshendu Mukhopadhyay,/book/show/14623558,4.28,2240
পার্থিব,Shirshendu Mukhopadhyay,/book/show/11999418,4.32,1568
"মনোজদের অদ্ভুত বাড়ি (অদ্ভুতুড়ে, #1)",Shirshendu Mukhopadhyay,/book/show/15720202,4.24,1188
মানবজমিন,Shirshendu Mukhopadhyay,/book/show/15848697,4.05,1096
The Aunt Who Wouldn't Die,Shirshendu Mukhopadhyay,/book/show/49046277-the-aunt-who-wouldn-t-die,3.63,1080
"পাতালঘর  (অদ্ভুতুড়ে, #20)",Shirshendu Mukhopadhyay,/book/show/17205127,4.21,795
"গোঁসাইবাগানের ভূত (অদ্ভুতুড়ে, #2)",Shirshendu Mukhopadhyay,/book/show/16145286,4.13,729
"পটাশগড়ের জঙ্গলে  (অদ্ভুতুড়ে, #12)",Shirshendu Mukhopadhyay,/book/show/15720261,4.05,606
গয়নার বাক্স,Shirshendu Mukhopadhyay,/book/show/17730920,3.92,605
"ঝিলের ধারে বাড়ি  (অদ্ভুতুড়ে, #11)",Shirshendu Mukhopadhyay,/book/show/13588572,4.03,517
"পাগলা সাহেবের কবর  (অদ্ভুতুড়ে, #9)",Shirshendu Mukhopadhyay,/book/show/15720195,4.17,495
"হিরের আংটি (অদ্ভুতুড়ে, #8)",Shirshendu Mukhopadhyay,/book/show/16145210,3.97,495
বিকেলের মৃত্যু,Shirshendu Mukhopadhyay,/book/show/15720278,3.47,519
"হেতমগড়ের গুপ্তধন (অদ্ভুতুড়ে, #3)",Shirshendu Mukhopadhyay,/book/show/16145223,3.97,427
